seed,t,base_s,pert_s,base_P_inhib,pert_P_inhib,base_DO_2_inhib_P,pert_DO_2_inhib_P,base_PAA_inhib_P,pert_PAA_inhib_P,base_mu_h,pert_mu_h,base_rho_a0,pert_rho_a0,base_v_a1,pert_v_a1,base_mu_p,pert_mu_p,base_pH_inhib,pert_pH_inhib,base_NH3_inhib,pert_NH3_inhib,base_T_inhib,pert_T_inhib,base_DO_2_inhib_X,pert_DO_2_inhib_X,base_CO2_inhib,pert_CO2_inhib,base_PAA_inhib_X,pert_PAA_inhib_X,base_mux_max,pert_mux_max,base_r_p,pert_r_p,base_mu_e,pert_mu_e,base_pH,pert_pH,base_total_pressure,pert_total_pressure,base_O_2_in,pert_O_2_in,base_Henrys_c,pert_Henrys_c,base_P_crit_DO2,pert_P_crit_DO2,base_X_crit_DO2,pert_X_crit_DO2,base_mean_P,pert_mean_P,base_P_std_dev,pert_P_std_dev,base_DO2,pert_DO2,base_P,pert_P
0,0.048495006006067334,0.9809865117162544,0.9809865117162544,0.0,0.0,0.9999999987100823,0.9999999987100823,1.0,1.0,0.0024422102692528936,0.0024422102692528936,0.35,0.35,0.45691870485729214,0.45691870485729214,0.04039237172442159,0.04039237172442159,0.9048678005426932,0.9048678005426932,1.0,1.0,1.0023575216744156,1.0023575216744156,0.9999999999968605,0.9999999999968605,1.0,1.0,1.0,1.0,0.4018361350761698,0.4018361350761698,-2.4418981882113826e-06,-2.4418981882113826e-06,0.3644657948315111,0.3644657948315111,6.439602945812585,6.439602945812585,1.7968099953241967,1.7968099953241967,0.21017640523459677,0.21017640523459677,0.0251,0.0251,0.3,0.3,0.1,0.1,0.002,0.002,0.0015,0.0015,14.74805367228031,14.74805367228031,0.0009998722136887884,0.0009998722136887884
0,0.14727791173129307,1.0069429330878523,1.0069429330878539,0.0,0.0,0.999999998687452,0.999999998687452,1.0,1.0,0.002510040044477702,0.002510040044477702,0.35,0.35,0.45905300830938534,0.45905300830938495,0.04039237172442159,0.04039237172442159,0.904826708226996,0.904826708226996,1.0,1.0,1.0027381203820411,1.0027381203820411,0.9999999999968054,0.9999999999968054,1.0,1.0,1.0,1.0,0.4018361350761698,0.4018361350761698,-2.509055307749626e-06,-2.509055307749626e-06,0.36458762619681756,0.36458762619681756,6.440272941107579,6.440272941107579,1.7968148031274163,1.7968148031274163,0.21017640523459677,0.21017640523459677,0.0251,0.0251,0.3,0.3,0.1,0.1,0.002,0.002,0.0015,0.0015,14.739369815399698,14.739369814964782,0.0009996076808693778,0.0009996076808693778
0,0.24988581952618127,1.0335365497550455,1.0335365497550455,0.0,0.0,0.9999999986708801,0.9999999986708801,1.0,1.0,0.002554486835962264,0.002554486835962264,0.35,0.35,0.46146022184603014,0.46146022184603014,0.04045107226641719,0.04045107226641719,0.9045492136264168,0.9045492136264168,1.0,1.0,1.002593524678374,1.002593524678374,0.9999999999967688,0.9999999999967688,1.0,1.0,1.0,1.0,0.4023253062594665,0.4023253062594665,-2.552716857284452e-06,-2.552716857284452e-06,0.36486688278153895,0.36486688278153895,6.4447144017594375,6.4447144017594375,1.7968235130189472,1.7968235130189472,0.2102155389292605,0.2102155389292605,0.0251,0.0251,0.3,0.3,0.1,0.1,0.002,0.002,0.0015,0.0015,14.733958770499722,14.733958770499722,0.0009993071098848918,0.0009993071098848918
0,0.3455907236724489,1.0580076856335412,1.0580076856335412,0.0,0.0,0.9999999986491225,0.9999999986491225,1.0,1.0,0.0025698578613032085,0.002569857864375498,0.35,0.35,0.46387734072948755,0.46387734072948755,0.04045107226641719,0.04045107226641719,0.9040354099594576,0.9040354104221873,1.0,1.0,1.0024391806075497,1.0024391806075497,0.9999999999967162,0.9999999999967162,1.0,1.0,1.0,1.0,0.4023253062594665,0.4023253062594665,-2.5673007801664287e-06,-2.567300783235661e-06,0.36460349298229705,0.364603493168919,6.452589573923512,6.452589567018541,1.7968353996124007,1.7968353996124007,0.2102155389292605,0.2102155389292605,0.0251,0.0251,0.3,0.3,0.1,0.1,0.002,0.002,0.0015,0.0015,14.725869928923617,14.725869928923617,0.0009990049717631142,0.0009990049717631142
0,0.44697047017367936,1.0836072416710167,1.083607241670946,0.0,0.0,0.9999999986382528,0.9999999986382564,1.0,1.0,0.0025746581672876265,0.0025746581672877913,0.35,0.35,0.46662253930605707,0.46662253930607245,0.0405962664220636,0.0405962664220636,0.9032619662102247,0.9032619662102527,1.0,1.0,1.0023378814006505,1.0023378814006498,0.9999999999966991,0.9999999999966991,1.0,1.0,1.0,1.0,0.4035352575565199,0.4035352575565199,-2.57123319579213e-06,-2.571233195792297e-06,0.3653502033865247,0.36535020338653573,6.46371496813795,6.463714968137556,1.7968506711457306,1.7968506711457306,0.21031233503302477,0.21031233503302477,0.0251,0.0251,0.3,0.3,0.1,0.1,0.002,0.002,0.0015,0.0015,14.723980014672186,14.723981352368734,0.0009986697373892143,0.0009986697373892154
0,0.5499950106043844,1.109283617073025,1.109283617073025,0.0,0.0,0.9999999986140078,0.9999999986140078,1.0,1.0,0.002566103379737782,0.002566103379737782,0.35,0.35,0.4696051932931348,0.4696051932931348,0.0405962664220636,0.0405962664220636,0.9021562215950476,0.9021562215950476,1.0,1.0,1.0023622036398998,1.0023622036398998,0.9999999999966405,0.9999999999966405,1.0,1.0,1.0,1.0,0.4035352575565199,0.4035352575565199,-2.5617744299414166e-06,-2.5617744299414166e-06,0.3649118078255565,0.3649118078255565,6.478389492962651,6.478389492962651,1.796869391569373,1.796869391569373,0.21031233503302477,0.21031233503302477,0.0251,0.0251,0.3,0.3,0.1,0.1,0.002,0.002,0.0015,0.0015,14.71520324737788,14.71520324737788,0.0009983130259557946,0.0009983130259557946
0,0.6492625214564733,1.1337653919552235,1.1337653919552235,0.0,0.0,0.9999999986163577,0.9999999986163577,1.0,1.0,0.0025717995937406513,0.0025717995937406513,0.35,0.35,0.4726724873207923,0.4726724873207923,0.04093005788919613,0.04093005788919613,0.9008584928156058,0.9008584928156058,1.0,1.0,1.0022153191024779,1.0022153191024779,0.9999999999966677,0.9999999999966677,1.0,1.0,1.0,1.0,0.40631685311595767,0.40631685311595767,-2.566565162163599e-06,-2.566565162163599e-06,0.36684486998795807,0.36684486998795807,6.4941637752858865,6.4941637752858865,1.796888459860817,1.796888459860817,0.2105348626777798,0.2105348626777798,0.0251,0.0251,0.3,0.3,0.1,0.1,0.002,0.002,0.0015,0.0015,14.720878807713902,14.720878807713902,0.0009979646813889419,0.0009979646813889419
0,0.747346465489567,1.1577160922555494,1.1577160922555494,0.0,0.0,0.9999999985929222,0.9999999985929222,1.0,1.0,0.0025913428570337634,0.0025913428570337634,0.35,0.35,0.4758884558075826,0.4758884558075826,0.04093005788919613,0.04093005788919613,0.8993105262388466,0.8993105262388466,1.0,1.0,1.001813781952647,1.001813781952647,0.9999999999966115,0.9999999999966115,1.0,1.0,1.0,1.0,0.40631685311595767,0.40631685311595767,-2.585160084946222e-06,-2.585160084946222e-06,0.36606778803029916,0.36606778803029916,6.511398704718018,6.511398704718018,1.7969082781968966,1.7969082781968966,0.2105348626777798,0.2105348626777798,0.0251,0.0251,0.3,0.3,0.1,0.1,0.002,0.002,0.0015,0.0015,14.712530834777587,14.712530834777587,0.0009976140663630214,0.0009976140663630214
0,0.8480518551178619,1.182048681474619,1.1820486814746478,0.0,0.0,0.9999999985884542,0.9999999985884515,1.0,1.0,0.00259517022142251,0.0025951702214217173,0.35,0.35,0.4793841651532688,0.47938416515326066,0.04120618011763528,0.04120618011763528,0.8976475593351817,0.8976475593349792,1.0,1.0,1.0016195940336072,1.0016195940336072,0.9999999999966188,0.9999999999966188,1.0,1.0,1.0,1.0,0.4086178716862839,0.4086178716862839,-2.5880576742695947e-06,-2.5880576742688023e-06,0.3673888939453671,0.3673888939452842,6.528419219861091,6.528419219863084,1.7969273803163681,1.7969273803163681,0.2107189441634059,0.2107189441634059,0.0251,0.0251,0.3,0.3,0.1,0.1,0.002,0.002,0.0015,0.0015,14.714947293690535,14.714946286382776,0.0009972593138229612,0.0009972593138229606
0,0.9499184502236634,1.2063864316240824,1.2063864316240824,0.0,0.0,0.9999999985624097,0.9999999985624097,1.0,1.0,0.0025812129797903927,0.0025812129797903927,0.35,0.35,0.4831221711818345,0.4831221711818345,0.04120618011763528,0.04120618011763528,0.8959173766295982,0.8959173766295982,1.0,1.0,1.0017582457580123,1.0017582457580123,0.9999999999965566,0.9999999999965566,1.0,1.0,1.0,1.0,0.4086178716862839,0.4086178716862839,-2.57323340549577e-06,-2.57323340549577e-06,0.3667315240560974,0.3667315240560974,6.544825295563338,6.544825295563338,1.796945394274339,1.796945394274339,0.2107189441634059,0.2107189441634059,0.0251,0.0251,0.3,0.3,0.1,0.1,0.002,0.002,0.0015,0.0015,14.705851184434074,14.705851184434074,0.0009969085951616163,0.0009969085951616163
0,1.0468583114039491,1.2291785928714465,1.2291785928714465,0.0,0.0,0.9999999985207048,0.9999999985207048,1.0,1.0,0.0025702645016645893,0.0025702645016645893,0.35,0.35,0.4868613256003328,0.4868613256003328,0.04105419635442827,0.04105419635442827,0.8948716698694749,0.8948716698694749,1.0,1.0,1.0018852874349593,1.0018852874349593,0.9999999999964466,0.9999999999964466,1.0,1.0,1.0,1.0,0.4073513403262255,0.4073513403262255,-2.5615291504179646e-06,-2.5615291504179646e-06,0.3652144126411102,0.3652144126411102,6.5542052038227485,6.5542052038227485,1.7969577649812476,1.7969577649812476,0.2106176216546012,0.2106176216546012,0.0251,0.0251,0.3,0.3,0.1,0.1,0.002,0.002,0.0015,0.0015,14.689407448117034,14.689407448117034,0.000996601380425646,0.000996601380425646
0,1.1475640758235888,1.2524467033261708,1.252446703326171,0.0,0.0,0.9999999984913317,0.9999999984913317,1.0,1.0,0.002561320026683164,0.002561320026683164,0.35,0.35,0.49093719079412035,0.49093719079412024,0.04105419635442827,0.04105419635442827,0.8945557022757578,0.8945557022757578,1.0,1.0,1.00201180801052,1.00201180801052,0.9999999999963761,0.9999999999963761,1.0,1.0,1.0,1.0,0.4073513403262255,0.4073513403262255,-2.551871873240971e-06,-2.551871873240971e-06,0.3651315640667118,0.3651315640667118,6.556968760375468,6.556968760375468,1.7969653176080294,1.7969653176080294,0.2106176216546012,0.2106176216546012,0.0251,0.0251,0.3,0.3,0.1,0.1,0.002,0.002,0.0015,0.0015,14.679595664797118,14.679595662475782,0.00099631121712876,0.00099631121712876
0,1.2489075597705301,1.2754972371071776,1.275497237107294,0.0,0.0,0.9999999984694767,0.9999999984694783,1.0,1.0,0.0025550216899841915,0.0025550216899841373,0.35,0.35,0.4952412418739802,0.4952412418739278,0.041192077454647605,0.041192077454647605,0.8946570872020742,0.8946570872020714,1.0,1.0,1.002110028168472,1.0021100281684723,0.9999999999963334,0.9999999999963334,1.0,1.0,1.0,1.0,0.4085003494947199,0.4085003494947199,-2.544885892943785e-06,-2.5448858929437307e-06,0.3662388800095081,0.366238880009507,6.5560854300540905,6.5560854300541145,1.7969704993781426,1.7969704993781426,0.21070954238808076,0.21070954238808076,0.0251,0.0251,0.3,0.3,0.1,0.1,0.002,0.002,0.0015,0.0015,14.674391799802216,14.674392293460254,0.000996032989825433,0.000996032989825433
0,1.346934280536887,1.297427183433061,1.297427183433061,0.0,0.0,0.9999999984377181,0.9999999984377181,1.0,1.0,0.0025516544424581252,0.0025516544424581252,0.35,0.35,0.4996022192690243,0.4996022192690243,0.041192077454647605,0.041192077454647605,0.8951734377544468,0.8951734377544468,1.0,1.0,1.0021803552154862,1.0021803552154862,0.9999999999962572,0.9999999999962572,1.0,1.0,1.0,1.0,0.4085003494947199,0.4085003494947199,-2.5408806205232378e-06,-2.5408806205232378e-06,0.36647597155798833,0.36647597155798833,6.551536043797718,6.551536043797718,1.7969729957360567,1.7969729957360567,0.21070954238808076,0.21070954238808076,0.0251,0.0251,0.3,0.3,0.1,0.1,0.002,0.002,0.0015,0.0015,14.664129168842218,14.664129168842218,0.000995777711215274,0.000995777711215274
0,1.4492019573543196,1.3198607178765192,1.3198607178765192,0.0,0.0,0.9999999983983264,0.9999999983983264,1.0,1.0,0.0025598280866539758,0.0025598280866539758,0.35,0.35,0.5043531691019384,0.5043531691019384,0.041164052305492346,0.041164052305492346,0.8960767749702928,0.8960767749702928,1.0,1.0,1.002110286857361,1.002110286857361,0.9999999999961608,0.9999999999961608,1.0,1.0,1.0,1.0,0.40826680658509273,0.40826680658509273,-2.548374947611857e-06,-2.548374947611857e-06,0.366610427345337,0.366610427345337,6.543362181446695,6.543362181446695,1.796972904139437,1.796972904139437,0.2106908589553106,0.2106908589553106,0.0251,0.0251,0.3,0.3,0.1,0.1,0.002,0.002,0.0015,0.0015,14.651276885177815,14.651276885177815,0.0009955258171039567,0.0009955258171039567
0,1.5451419856851423,1.3404794633114974,1.3404794633114974,0.0,0.0,0.999999998363938,0.999999998363938,1.0,1.0,0.002579289386581636,0.002579289386581636,0.35,0.35,0.5089997749623525,0.5089997749623525,0.041164052305492346,0.041164052305492346,0.8972358039965374,0.8972358039965374,1.0,1.0,1.0018749250986076,1.0018749250986076,0.9999999999960785,0.9999999999960785,1.0,1.0,1.0,1.0,0.40826680658509273,0.40826680658509273,-2.5671735091126483e-06,-2.5671735091126483e-06,0.3669984032561332,0.3669984032561332,6.532433403918803,6.532433403918803,1.796970049769498,1.796970049769498,0.2106908589553106,0.2106908589553106,0.0251,0.0251,0.3,0.3,0.1,0.1,0.002,0.002,0.0015,0.0015,14.64064817374559,14.64064817374559,0.0009953026296576032,0.0009953026296576032
0,1.649452017087925,1.3624022835892726,1.3624022835892726,0.0,0.0,0.9999999983232146,0.9999999983232146,1.0,1.0,0.0025899501655360867,0.0025899501655360867,0.35,0.35,0.5142530900173258,0.5142530900173258,0.04114338803555848,0.04114338803555848,0.8984053578012806,0.8984053578012806,1.0,1.0,1.0017711892061099,1.0017711892061099,0.9999999999959792,0.9999999999959792,1.0,1.0,1.0,1.0,0.4080946043356439,0.4080946043356439,-2.5771515721087753e-06,-2.5771515721087753e-06,0.3672837578781772,0.3672837578781772,6.520832478406314,6.520832478406314,1.7969669447081495,1.7969669447081495,0.21067708277535468,0.21067708277535468,0.0251,0.0251,0.3,0.3,0.1,0.1,0.002,0.002,0.0015,0.0015,14.62805128474933,14.62805128474933,0.0009950583630536141,0.0009950583630536141
0,1.7463549938407033,1.3822935471054356,1.3822935471054356,0.0,0.0,0.9999999982853232,0.9999999982853232,1.0,1.0,0.0025890207237404487,0.0025890207237404487,0.35,0.35,0.5193226143601928,0.5193226143601928,0.04114338803555848,0.04114338803555848,0.8994133363997548,0.8994133363997548,1.0,1.0,1.00186093952314,1.00186093952314,0.9999999999958883,0.9999999999958883,1.0,1.0,1.0,1.0,0.4080946043356439,0.4080946043356439,-2.575638760293564e-06,-2.575638760293564e-06,0.3677287795558569,0.3677287795558569,6.510299381700832,6.510299381700832,1.7969640989135702,1.7969640989135702,0.21067708277535468,0.21067708277535468,0.0251,0.0251,0.3,0.3,0.1,0.1,0.002,0.002,0.0015,0.0015,14.616871054487582,14.616871054487582,0.0009948312644529353,0.0009948312644529353
0,1.847165111469491,1.4025134284153096,1.402513428415786,0.0,0.0,0.9999999982493275,0.9999999982493343,1.0,1.0,0.0025882051244940463,0.002588205124494083,0.35,0.35,0.5247947628767213,0.5247947628765984,0.04119989969003408,0.04119989969003408,0.9003876126591549,0.9003876126591821,1.0,1.0,1.0019467645484679,1.0019467645484688,0.9999999999958065,0.9999999999958065,1.0,1.0,1.0,1.0,0.4085655347896072,0.4085655347896072,-2.5742160839328982e-06,-2.5742160839329363e-06,0.3685834975911538,0.3685834975911652,6.4995697773501835,6.499569777349877,1.7969611870791036,1.7969611870791036,0.21071475721167174,0.21071475721167174,0.0251,0.0251,0.3,0.3,0.1,0.1,0.002,0.002,0.0015,0.0015,14.607285195473102,14.607287119551353,0.000994595080417406,0.0009945950804174065
0,1.949032787787855,1.4224488859393776,1.4224488859393776,0.0,0.0,0.9999999982062915,0.9999999982062915,1.0,1.0,0.0025875361172979076,0.0025875361172979076,0.35,0.35,0.5305308940018177,0.5305308940018177,0.04119989969003408,0.04119989969003408,0.90130009005261,0.90130009005261,1.0,1.0,1.0020262152161907,1.0020262152161907,0.9999999999957033,0.9999999999957033,1.0,1.0,1.0,1.0,0.4085655347896072,0.4085655347896072,-2.5729333023556864e-06,-2.5729333023556864e-06,0.3689862870985057,0.3689862870985057,6.488948595888737,6.488948595888737,1.796958295168942,1.796958295168942,0.21071475721167174,0.21071475721167174,0.0251,0.0251,0.3,0.3,0.1,0.1,0.002,0.002,0.0015,0.0015,14.595135263085105,14.595135263085105,0.0009943564787967209,0.0009943564787967209
0,2.0473890632895233,1.4411976417443322,1.4411976417443322,0.0,0.0,0.9999999981659218,0.9999999981659218,1.0,1.0,0.002587064244777603,0.002587064244777603,0.35,0.35,0.5362614863123556,0.5362614863123556,0.04121614554662067,0.04121614554662067,0.9020074210134335,0.9020074210134335,1.0,1.0,1.0020875933411728,1.0020875933411728,0.999999999995608,0.999999999995608,1.0,1.0,1.0,1.0,0.4087009169278288,0.4087009169278288,-2.5718535305637683e-06,-2.5718535305637683e-06,0.36942085395795643,0.36942085395795643,6.4802705297347805,6.4802705297347805,1.7969566341611396,1.7969566341611396,0.21072558778272948,0.21072558778272948,0.0251,0.0251,0.3,0.3,0.1,0.1,0.002,0.002,0.0015,0.0015,14.58423534942548,14.58423534942548,0.0009941204729474577,0.0009941204729474577
0,2.1493440422420766,1.460111761268231,1.460111761268231,0.0,0.0,0.9999999981198004,0.9999999981198004,1.0,1.0,0.002586768519640695,0.002586768519640695,0.35,0.35,0.5424003460320992,0.5424003460320992,0.04121614554662067,0.04121614554662067,0.9025806174215854,0.9025806174215854,1.0,1.0,1.0021364959459995,1.0021364959459995,0.9999999999954975,0.9999999999954975,1.0,1.0,1.0,1.0,0.4087009169278288,0.4087009169278288,-2.570910471581257e-06,-2.570910471581257e-06,0.36967364837053523,0.36967364837053523,6.472908768066505,6.472908768066505,1.7969561668216258,1.7969561668216258,0.21072558778272948,0.21072558778272948,0.0251,0.0251,0.3,0.3,0.1,0.1,0.002,0.002,0.0015,0.0015,14.57181621899117,14.57181621899117,0.000993869552710638,0.000993869552710638
0,2.2460828624564644,1.4776005349393782,1.4776005349393782,0.0,0.0,0.9999999980967615,0.9999999980967615,1.0,1.0,0.0025932084928792874,0.0025932084928792874,0.35,0.35,0.5484212883549092,0.5484212883549092,0.041428844664294646,0.041428844664294646,0.9029168120373997,0.9029168120373997,1.0,1.0,1.0020730533932252,1.0020730533932252,0.9999999999954607,0.9999999999954607,1.0,1.0,1.0,1.0,0.4104734095751119,0.4104734095751119,-2.5766673125491343e-06,-2.5766673125491343e-06,0.3713916643755662,0.3713916643755662,6.4684367892660815,6.4684367892660815,1.7969576819400823,1.7969576819400823,0.21086738719451212,0.21086738719451212,0.0251,0.0251,0.3,0.3,0.1,0.1,0.002,0.002,0.0015,0.0015,14.568776049780121,14.568776049780121,0.000993621345767001,0.000993621345767001
0,2.3481290913843242,1.4955721272407487,1.4955721272407487,0.0,0.0,0.9999999980482617,0.9999999980482617,1.0,1.0,0.002607784000756428,0.002607784000756428,0.35,0.35,0.5549790218717087,0.5549790218717087,0.041428844664294646,0.041428844664294646,0.9030584462795578,0.9030584462795578,1.0,1.0,1.0018591125926226,1.0018591125926226,0.9999999999953452,0.9999999999953452,1.0,1.0,1.0,1.0,0.4104734095751119,0.4104734095751119,-2.590434077374897e-06,-2.590434077374897e-06,0.3713706180946162,0.3713706180946162,6.4665158290013,6.4665158290013,1.7969615139409036,1.7969615139409036,0.21086738719451212,0.21086738719451212,0.0251,0.0251,0.3,0.3,0.1,0.1,0.002,0.002,0.0015,0.0015,14.55620394876571,14.55620394876571,0.0009933468709921916,0.0009933468709921916
